31,0.586,0.616,-7.964,0.0324,0.182,0.0927,148.088,242096,0.719,F
32,0.666,0.796,-6.967,0.103,0.0492,0.0442,110.108,164842,0.61,A#/Bb
33,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667,0.218,A
34,0.715,0.622,-5.102,0.046,0.163,0.0948,80.015,195053,0.808,E
35,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000,0.557,C
36, , , , , , , , , , 
37,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926,0.437,F#/Gb
38,0.828,0.621,-6.414,0.0565,0.0164,0.0845,128.986,186173,0.436,G#/Ab
39,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,G
40,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090,0.145,E
41,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275,0.916,D
42,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160,0.699,A#/Bb
43,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280,0.646,D#/Eb
44,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054,0.737,F#/Gb
45,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000,0.235,G#/Ab
46,0.595,0.784,-4.878,0.102,0.216,0.0608,124.111,183726,0.479,C#/Db
47,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533,0.732,G
48,0.729,0.513,-6.345,0.0455,0.494,0.137,170.064,192353,0.789,F
49,0.839,0.711,-4.733,0.0473,0.398,0.118,97.99,349547,0.573,F#/Gb
50,0.855,0.463,-7.454,0.0367,0.217,0.347,102.931,122773,0.866,D#/Eb
51,0.627,0.849,-3.167,0.153,0.0913,0.145,89.907,158087,0.818,C#/Db
52,0.75,0.522,-7.018,0.0293,0.282,0.0743,110.427,321556,0.601,A
53,0.765,0.373,-9.921,0.0713,0.341,0.112,85.016,195777,0.554,G#/Ab
54,0.83,0.839,-6.985,0.0699,0.00201,0.0353,128.012,345543,0.59,F#/Gb
55,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983,0.637,G
56,0.345,0.941,-9.918,0.0466,3.84e-05,0.0511,179.626,147062,0.407,A
57,0.668,0.887,-4.404,0.0564,0.369,0.257,151.92,157176,0.907,B
58,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032,0.432,D#/Eb
59,0.713,0.676,-5.483,0.027,0.0377,0.154,99.048,227395,0.721,A#/Bb
60,0.682,0.72,-8.173,0.0381,0.326,0.148,117.003,169011,0.673,B
61,0.95,0.693,-3.424,0.0898,0.0133,0.173,130.02,184635,0.891,A
62,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,150053,0.517,G
63,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,143747,0.28,E
64,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,C
65,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371,0.543,C
66,0.793,0.793,-4.521,0.083,0.0123,0.0951,123.95,183290,0.679,B
67,0.708,0.782,-4.687,0.0674,0.00772,0.107,119.997,160880,0.484,D
68,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400,0.398,A#/Bb
69,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181,0.631,F
70,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891,182161,0.446,C#/Db
71,0.833,0.498,-5.196,0.117,0.0493,0.119,139.928,153406,0.259,A#/Bb
72,0.829,0.512,-5.865,0.187,0.492,0.12,80.511,123987,0.638,F#/Gb
73,0.635,0.706,-3.224,0.125,0.256,0.108,88.863,209160,0.443,F
74,0.77,0.899,-2.981,0.0494,0.222,0.0894,128.05,231604,0.851,G#/Ab
75,0.727,0.681,-7.114,0.0265,0.00214,0.0861,123.028,241970,0.448,F
76,0.625,0.939,-3.115,0.0669,0.00138,0.424,102.999,194787,0.644,E
77,0.653,0.524,-9.016,0.0502,0.112,0.203,83.97,160191,0.553,B
78,0.727,0.546,-4.572,0.0437,0.656,0.122,106.891,197333,0.69,C
79,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667,0.505,F#/Gb
80,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027,209438,0.513,F#/Gb
81,0.662,0.413,-7.357,0.0299,0.213,0.134,93.005,161385,0.467,C
82,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956,0.1,C#/Db
83,0.694,0.948,-5.307,0.0361,0.00936,0.139,115.044,58149,0.705,D
84,0.659,0.667,-4.668,0.0339,0.00173,0.1,115.982,258004,0.468,B
85,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
86,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028,0.905,G#/Ab
87,0.671,0.782,-4.593,0.0341,0.0142,0.333,123.989,178088,0.618,F#/Gb
88,0.862,0.753,-5.356,0.0625,0.131,0.077,105.039,182857,0.827,F
89,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445,C
90,0.45,0.329,-12.603,0.0441,0.818,0.135,71.884,183624,0.266,A
91,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,193636,0.695,E
92,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325,0.682,C
93,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280,0.553,C
94,0.819,0.835,-4.899,0.102,0.398,0.252,144.955,144264,0.703,G#/Ab
95,0.908,0.813,-2.749,0.0777,0.305,0.278,97.018,200785,0.924,F
96,0.915,0.72,-3.126,0.0459,0.025,0.0942,126.986,131067,0.631,G#/Ab
97,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627,0.881,F
98,0.39,0.83,-5.201,0.0563,0.0021,0.156,90.021,168030,0.191,B
99,0.871,0.519,-6.549,0.258,0.313,0.0869,140.013,251733,0.532,D
100,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107,0.183,D#/Eb
101,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
102,0.386,0.426,-6.642,0.0363,0.807,0.14,180.104,203385,0.261,D#/Eb
103,0.769,0.812,-2.088,0.0825,0.281,0.0781,180.003,280274,0.926,C#/Db
104,0.776,0.78,-4.374,0.128,0.0622,0.081,124.949,204347,0.666,A#/Bb
105,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db
106,0.523,0.606,-4.754,0.0301,0.512,0.106,145.837,217867,0.065,C#/Db
107,0.769,0.719,-5.472,0.0474,0.0143,0.359,121.955,176867,0.863,G#/Ab
108,0.786,0.899,-0.515,0.127,0.192,0.299,90.025,216510,0.813,A#/Bb
109,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532,0.821,G
110,0.57,0.455,-5.748,0.0996,0.441,0.0654,167.933,151429,0.399,C#/Db
111,0.351,0.296,-10.109,0.0333,0.934,0.095,115.284,200186,0.12,E
112,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911,158040,0.913,D
113,0.663,0.434,-11.177,0.0648,0.828,0.249,109.075,171743,0.225,G#/Ab
114,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987,0.189,B
115,0.733,0.96,-3.597,0.0295,0.0514,0.287,124.01,189672,0.811,G
116,0.526,0.731,-4.662,0.0887,0.18,0.0891,86.959,193221,0.476,B
117,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977,233713,0.931,C#/Db
118,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947,190960,0.75,A
119,0.658,0.634,-5.797,0.0413,0.0106,0.132,139.98,170813,0.29,C#/Db
120,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400,0.168,G#/Ab
121,0.818,0.812,-4.425,0.0475,0.112,0.234,139.966,231708,0.844,A
122,0.856,0.618,-4.892,0.286,0.0303,0.0866,81.993,203201,0.391,G
123,0.746,0.69,-7.956,0.164,0.247,0.101,89.977,181733,0.497,B
124,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040,0.27,F
125,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266,0.0823,E
126,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658,0.654,F#/Gb
127,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280,0.51,C#/Db
128,0.502,0.912,-4.556,0.0564,2.55e-05,0.106,116.761,301920,0.72,C#/Db
129,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,202827,0.269,G
130,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173,0.337,A#/Bb
131,0.682,0.873,-4.163,0.0449,0.402,0.0946,150.006,147072,0.964,F#/Gb
132,0.584,0.859,-5.616,0.121,0.0144,0.847,77.005,236883,0.369,G#/Ab
133,0.775,0.327,-7.241,0.0557,0.841,0.0821,91.05,189486,0.595,B
134,0.445,0.537,-8.532,0.04,0.695,0.0941,122.764,244360,0.131,E
135,0.558,0.454,-5.335,0.0551,0.499,0.146,113.12,158594,0.424,F#/Gb
136,0.566,0.664,-5.303,0.0464,0.634,0.116,128.945,241693,0.437,E
137,0.689,0.706,-4.48,0.0312,0.0833,0.105,106.52,226268,0.623,C#/Db
138,0.774,0.732,-4.227,0.0308,0.108,0.243,135.005,192725,0.734,A
139,0.868,0.795,-6.044,0.269,0.0012,0.0461,166.0,156945,0.819,B
140,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,200482,0.609,F#/Gb
141,0.39,0.534,-9.575,0.0709,0.0807,0.184,92.047,198765,0.244,C
142,0.392,0.402,-9.961,0.0536,0.288,0.243,143.883,354320,0.228,C
143,0.713,0.617,-4.637,0.0887,0.122,0.0962,168.021,232853,0.682,G#/Ab
144,0.632,0.595,-7.644,0.0401,0.0689,0.209,124.114,167903,0.435,G#/Ab
145,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
146,0.734,0.855,-4.578,0.135,0.0821,0.0901,121.955,139563,0.54,F#/Gb
147,0.871,0.815,-4.439,0.0477,0.127,0.094,122.959,176575,0.823,E
148,0.572,0.385,-6.362,0.0308,0.371,0.231,95.799,215733,0.323,G
149,0.672,0.717,-7.476,0.226,0.103,0.398,157.905,180380,0.473,F
150,0.631,0.861,-1.891,0.0424,0.427,0.215,149.95,173038,0.822,B
151,0.664,0.705,-4.972,0.0382,0.0654,0.115,122.017,257840,0.477,C#/Db
152,0.429,0.661,-7.227,0.0281,0.00239,0.234,173.372,266773,0.285,B
153,0.843,0.534,-6.658,0.142,0.467,0.0984,94.984,173053,0.528,C#/Db
154,0.667,0.899,-4.402,0.0322,0.423,0.332,147.962,239928,0.835,B
155,0.532,0.783,-5.697,0.0523,0.0038,0.161,124.08,247427,0.643,D
156,0.65,0.792,-3.825,0.0393,0.607,0.92,154.027,225672,0.872,F#/Gb
157,0.808,0.66,-6.237,0.0395,0.0358,0.138,107.994,235556,0.804,C
158,0.709,0.548,-8.493,0.353,0.65,0.133,83.995,160000,0.543,A#/Bb
159,0.521,0.277,-10.34,0.0356,0.634,0.103,115.01,248827,0.13,B
160,0.933,0.656,-5.85,0.322,0.129,0.161,119.987,159083,0.934,D
161,0.902,0.669,-5.049,0.457,0.161,0.0728,139.949,112547,0.628,C#/Db
162,0.511,0.566,-7.23,0.2,0.349,0.34,83.903,239836,0.218,F#/Gb
163,0.907,0.393,-7.636,0.0539,0.451,0.135,104.949,205458,0.202,E
164, , , , , , , , , , 
165,0.701,0.425,-10.965,0.375,0.328,0.1,135.128,194088,0.562,G
166,0.476,0.594,-6.879,0.135,0.0599,0.0785,159.702,141050,0.314,F
167,0.823,0.586,-6.606,0.2,0.114,0.193,125.971,190476,0.347,F#/Gb
168,0.473,0.203,-12.627,0.102,0.941,0.126,168.884,163587,0.419,D
169,0.935,0.454,-7.509,0.375,0.0194,0.0824,133.073,187541,0.357,C#/Db
170,0.356,0.924,-3.74,0.0808,0.00101,0.0953,148.017,222587,0.232,C#/Db
171,0.82,0.452,-9.796,0.0348,0.543,0.0714,117.401,253920,0.74,C#/Db
172,0.828,0.492,-9.744,0.0276,0.0644,0.128,120.151,257800,0.789,C
173,0.358,0.557,-7.398,0.059,0.695,0.0902,85.043,211467,0.494,A#/Bb
174,0.74,0.576,-6.744,0.146,0.0249,0.104,110.095,209476,0.315,F#/Gb
175,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,203586,0.411,C
176,0.675,0.608,-6.934,0.103,0.336,0.11,99.865,184800,0.728,D#/Eb
177,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,173333,0.348,G#/Ab
178,0.595,0.759,-4.245,0.0423,0.141,0.172,80.953,163733,0.515,B
179,0.933,0.528,-6.472,0.162,0.112,0.163,109.975,214653,0.756,F
180,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,173987,0.37,C#/Db
181,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,207133,0.569,G#/Ab
182,0.422,0.25,-6.836,0.0351,0.441,0.35,124.026,161613,0.246,C
183,0.649,0.76,-6.487,0.0574,0.114,0.317,80.018,161853,0.843,C#/Db
184,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,164706,0.262,A
185,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,269560,0.331,G#/Ab
186,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,132833,0.116,C#/Db
187,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,216387,0.648,G
188,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,155884,0.402,E
189,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253,0.137,C
190,0.436,0.655,-8.37,0.0583,0.499,0.688,121.002,279204,0.412,C#/Db
191,0.638,0.878,-3.639,0.0484,0.0151,0.308,103.948,176800,0.481,F
192,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771,0.231,E
193,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627,0.327,C#/Db
194,0.571,0.767,-5.16,0.287,0.336,0.0809,93.421,161684,0.605,D
195,0.525,0.448,-4.075,0.0443,0.14,0.0922,83.406,140308,0.527,C#/Db
196,0.789,0.72,-5.652,0.218,0.223,0.129,122.031,166794,0.664,G#/Ab
197,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,186121,0.382,G#/Ab
198,0.643,0.403,-11.254,0.41,0.343,0.138,98.54,174682,0.111,C#/Db
199,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,182285,0.536,D
200,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200,0.76,F
201,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,215000,0.678,G
202,0.563,0.672,-7.226,0.0765,0.359,0.0972,99.772,156000,0.284,A
203,0.437,0.527,-6.967,0.465,0.185,0.153,187.815,181714,0.701,F#/Gb
204,0.628,0.581,-8.377,0.188,0.46,0.152,145.396,120828,0.259,D
205,0.912,0.589,-7.476,0.2,0.0332,0.0795,135.921,123549,0.486,G#/Ab
206,0.356,0.684,-7.347,0.0878,0.152,0.101,87.188,193733,0.347,G#/Ab
207,0.441,0.623,-7.331,0.0414,0.135,0.14,78.082,249231,0.285,C#/Db
208,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,208112,0.396,D
209,0.493,0.653,-5.666,0.0466,0.269,0.511,142.347,121573,0.852,C
210,0.787,0.531,-10.569,0.101,0.132,0.112,91.996,138533,0.721,B
211,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085,0.73,B
212,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,150449,0.717,D#/Eb
213,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,182496,0.616,F#/Gb
214,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235,0.203,B
215,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,157606,0.884,G
216,0.671,0.336,-8.494,0.241,0.705,0.0577,75.051,212496,0.518,A#/Bb
217,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080,0.587,D
218,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005,0.229,C
219,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,276480,0.335,A
220,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,224042,0.408,G
221,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644,0.489,A
222,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507,0.59,F#/Gb
223,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481,0.45,C#/Db
224,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,G
225,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088,0.664,F
226,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434,0.64,G#/Ab
227,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,209560,0.172,C
228,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228,0.884,C#/Db
229,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573,0.702,G#/Ab
230,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601,0.591,C#/Db
231,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338,0.845,A
232,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307,0.735,G
233,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,172973,0.836,F#/Gb
234,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,241659,0.792,C#/Db
235,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292,0.425,G#/Ab
236,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960,0.661,G#/Ab
237,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773,0.434,D
238,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,301304,0.377,G
239,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893,0.45,F
240,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,254467,0.586,C
241,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419,0.62,B
242,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951,0.141,F#/Gb
243,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524,0.227,D
244,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238,0.474,A
245,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897,E
246,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897,0.208,A
247,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363,0.806,A#/Bb
248,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66,D#/Eb
249,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942,0.798,F#/Gb
250,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333,0.595,D#/Eb
251,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960,0.796,A
252,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,231595,0.615,G#/Ab
253,0.733,0.736,-5.123,0.111,0.028,0.131,147.897,166216,0.669,G
254,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,164896,0.839,F
255,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394,0.405,F
256,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312,0.433,A
257,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980,0.487,C#/Db
258,0.371,0.75,-5.382,0.402,0.601,0.482,173.456,155293,0.729,G
259,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,146482,0.745,A#/Bb
260,0.468,0.652,-4.912,0.0722,0.333,0.55,140.223,588139,0.39,C
261,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,88625,0.51,G
262,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719,0.46,C#/Db
263,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,229565,0.142,A#/Bb
264,0.454,0.866,-5.348,0.391,0.121,0.167,92.463,175123,0.518,D
265,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293,0.793,G#/Ab
266,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,515865,0.555,C#/Db
267,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,203588,0.481,D
268,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560,0.536,G
269,0.927,0.538,-3.917,0.116,0.0312,0.0945,125.983,278191,0.221,C#/Db
270,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,212947,0.558,C#/Db
271,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373,0.176,A#/Bb
272,0.527,0.764,-4.297,0.322,0.016,0.0273,184.339,175924,0.829,D
273,0.571,0.693,-8.234,0.0545,0.00536,0.173,168.169,232253,0.393,F#/Gb
274,0.767,0.481,-8.52,0.0803,0.234,0.269,150.076,171375,0.761,C
275,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280,0.646,D#/Eb
276,0.725,0.756,-5.013,0.0572,0.362,0.103,100.07,186133,0.828,E
277,0.783,0.435,-7.78,0.0588,0.282,0.0833,106.974,210220,0.512,G
278,0.624,0.802,-4.818,0.311,0.0597,0.252,133.888,189933,0.818,F#/Gb
279,0.861,0.656,-7.867,0.425,0.104,0.0986,88.967,218210,0.331,E
280,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802,0.0753,G
281,0.872,0.391,-9.144,0.242,0.469,0.297,134.021,119133,0.437,C
282,0.479,0.645,-7.336,0.302,0.135,0.0825,155.057,168729,0.381,F
283,0.896,0.586,-6.687,0.0559,0.104,0.79,116.971,196653,0.642,A#/Bb
284,0.722,0.893,-3.255,0.0475,0.0441,0.0673,119.932,116750,0.439,C
285,0.641,0.922,-4.457,0.0786,0.0291,0.0862,146.078,258343,0.847,D
286,0.686,0.538,-8.026,0.0345,0.181,0.113,115.884,190779,0.584,D
287,0.731,0.675,-5.134,0.0434,0.00473,0.141,124.939,139461,0.298,F
288,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012,220733,0.434,F
289,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469,175721,0.0605,G
290,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820,0.467,E
291,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493,0.522,C
292,0.66,0.733,-4.619,0.0359,0.248,0.17,119.933,217000,0.304,C
293,0.585,0.611,-4.132,0.288,0.39,0.649,97.041,218107,0.962,F#/Gb
294,0.556,0.864,-5.87,0.0584,0.00958,0.209,105.143,216880,0.4,D#/Eb
295,0.692,0.521,-8.465,0.33,0.301,0.0565,100.45,292987,0.463,A#/Bb
296,0.834,0.73,-3.714,0.222,0.00513,0.124,155.008,312820,0.446,G#/Ab
297,0.617,0.635,-6.769,0.0317,0.0498,0.164,103.019,247160,0.446,B
298,0.691,0.695,-5.6,0.0367,0.0592,0.0647,106.064,233386,0.514,C
299,0.847,0.629,-5.81,0.102,0.0318,0.152,135.976,255532,0.109,A
300,0.752,0.563,-8.066,0.209,0.146,0.103,145.05,178776,0.551,D#/Eb
301,0.506,0.563,-7.664,0.411,0.0326,0.0856,168.146,190509,0.153,C#/Db
302,0.766,0.706,-6.553,0.16,0.223,0.064,142.989,172598,0.766,G
303,0.917,0.623,-8.231,0.135,0.0985,0.0833,126.063,206272,0.687,C#/Db
304,0.614,0.934,-3.709,0.07,0.0697,0.121,116.001,174760,0.436,A
305,0.831,0.719,-6.836,0.235,0.514,0.0675,155.038,248652,0.859,A#/Bb
306,0.965,0.485,-8.784,0.191,0.0206,0.0655,124.025,222523,0.312,D
307,0.734,0.712,-6.217,0.201,0.391,0.103,140.369,165405,0.674,F#/Gb
308,0.87,0.629,-7.598,0.279,0.173,0.101,134.944,241790,0.512,B
309,0.889,0.34,-7.773,0.0697,0.218,0.055,94.009,174321,0.716,B
310,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014,0.471,A#/Bb
311,0.75,0.668,-4.49,0.061,0.78,0.338,94.998,159147,0.786,C
312,0.507,0.828,-6.023,0.0449,0.00711,0.261,178.032,211295,0.489,A#/Bb
313,0.551,0.636,-6.798,0.054,0.0837,0.112,174.065,168276,0.148,D
314,0.522,0.466,-8.05,0.458,0.331,0.11,78.43,137692,0.459,D#/Eb
315,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200,0.646,A
316,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188,A
317,0.591,0.831,-6.612,0.0355,0.235,0.0571,93.007,187307,0.678,E
318,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188,A
319,0.584,0.836,-4.925,0.079,0.0558,0.0663,104.973,202204,0.484,C
320,0.725,0.713,-6.173,0.187,0.127,0.617,65.988,148421,0.207,E
321,0.807,0.659,-6.92,0.332,0.0224,0.309,82.465,168727,0.438,B
322,0.887,0.485,-9.358,0.2,0.0392,0.141,125.987,215693,0.328,B
323,0.736,0.632,-4.939,0.0648,0.18,0.349,92.03,216107,0.503,B
324,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,208907,0.254,E
